Time(ns),Calculated Values(V1),Calculated Values(V2)
0.000000,2.500000,2.500000,
0.002000,2.499500,2.500367,
0.004357,2.498911,2.500800,
0.007120,2.498221,2.501307,
0.010345,2.497417,2.501898,
0.014091,2.496483,2.502585,
0.018423,2.495404,2.503379,
0.023410,2.494162,2.504293,
0.029128,2.492741,2.505340,
0.035658,2.491121,2.506536,
0.043083,2.489280,2.507894,
0.051496,2.487199,2.509432,
0.060992,2.484854,2.511166,
0.071670,2.482223,2.513115,
0.083638,2.479282,2.515297,
0.097004,2.476007,2.517731,
0.111882,2.472372,2.520437,
0.128392,2.468353,2.523435,
0.146655,2.463925,2.526747,
0.166796,2.459062,2.530393,
0.188944,2.453739,2.534395,
0.213231,2.447934,2.538774,
0.239789,2.441621,2.543551,
0.268754,2.434780,2.548749,
0.300263,2.427389,2.554388,
0.334454,2.419429,2.560490,
0.371466,2.410882,2.567073,
0.411438,2.401733,2.574159,
0.454508,2.391969,2.581766,
0.500816,2.381580,2.589912,
0.550497,2.370559,2.598615,
0.603689,2.358901,2.607889,
0.660526,2.346607,2.617751,
0.721141,2.333678,2.628214,
0.785663,2.320123,2.639289,
0.854221,2.305952,2.650988,
0.926938,2.291180,2.663319,
1.003938,2.275828,2.676289,
1.085338,2.259919,2.689904,
1.171253,2.243481,2.704168,
1.261795,2.226550,2.719083,
1.357071,2.209162,2.734648,
1.457185,2.191361,2.750862,
1.562236,2.173194,2.767722,
1.672322,2.154714,2.785220,
1.787532,2.135977,2.803350,
1.907955,2.117045,2.822101,
2.033675,2.097983,2.841463,
2.164771,2.078862,2.861421,
2.301319,2.059754,2.881961,
2.443390,2.040738,2.903065,
2.591054,2.021895,2.924714,
2.744374,2.003310,2.946887,
2.903411,1.985069,2.969563,
3.068223,1.967264,2.992716,
3.238865,1.949987,3.016322,
3.415386,1.933245,3.040352,
3.591908,1.916915,3.063994,
3.776153,1.900176,3.088262,
3.968251,1.883049,3.113131,
4.168333,1.865556,3.138571,
4.376524,1.847723,3.164553,
4.592945,1.829573,3.191044,
4.817714,1.811135,3.218009,
5.050947,1.792436,3.245414,
5.292757,1.773504,3.273222,
5.543252,1.754368,3.301395,
5.802541,1.735060,3.329895,
6.070729,1.703702,3.358682,
6.326408,1.662202,3.385615,
6.587357,1.622923,3.412593,
6.853589,1.585968,3.439587,
7.125120,1.551439,3.466563,
7.401964,1.519433,3.493491,
7.684139,1.490043,3.520336,
7.971664,1.463359,3.547067,
8.264556,1.439467,3.573649,
8.562837,1.418451,3.600050,
8.866529,1.400389,3.626236,
9.175656,1.385357,3.652174,
9.490242,1.373099,3.677830,
9.800959,1.361684,3.702449,
10.121937,1.350259,3.727151,
10.453293,1.338843,3.751896,
10.795145,1.327456,3.776645,
11.147610,1.316115,3.801360,
11.510805,1.304840,3.826001,
11.884849,1.293648,3.850533,
12.269860,1.254284,3.875016,
12.637812,1.213901,3.897847,
13.009678,1.178623,3.920353,
13.385523,1.148412,3.942500,
13.765411,1.123235,3.964254,
14.149410,1.103056,3.985583,
14.537590,1.087840,4.006453,
14.930022,1.077553,4.026835,
15.326779,1.072160,4.046698,
15.727935,1.069305,4.066019,
16.135621,1.066536,4.084893,
16.555582,1.063800,4.103564,
16.987978,1.061100,4.122003,
17.432972,1.058441,4.140182,
17.890735,1.055826,4.158076,
18.361438,1.019483,4.175800,
18.810343,0.982467,4.192274,
19.259248,0.952988,4.208306,
19.708153,0.930715,4.223850,
20.157058,0.915331,4.238868,
20.605963,0.906534,4.253326,
21.058050,0.904040,4.267289,
21.513455,0.907297,4.280722,
21.962086,0.911364,4.293335,
22.424286,0.915367,4.305714,
22.900265,0.919301,4.317839,
23.390241,0.923160,4.329694,
23.894440,0.926938,4.341263,
24.413098,0.893904,4.352697,
24.907232,0.860384,4.363379,
25.401367,0.835626,4.373812,
25.895501,0.819210,4.383927,
26.389636,0.810732,4.393666,
26.883771,0.809810,4.402975,
27.377905,0.816079,4.411810,
27.872040,0.824947,4.420143,
28.380177,0.833619,4.428210,
28.902556,0.842088,4.436003,
29.439426,0.850342,4.443515,
29.991048,0.858374,4.450740,
30.557698,0.827784,4.457860,
31.097202,0.797382,4.464601,
31.636706,0.777078,4.471235,
32.176210,0.766341,4.477672,
32.715714,0.764668,4.483830,
33.255218,0.771584,4.489638,
33.794722,0.783311,4.495041,
34.328386,0.794572,4.499994,
34.876380,0.805526,4.504700,
35.438968,0.816165,4.509159,
36.016424,0.826480,4.513371,
36.609040,0.784372,4.517633,
37.201655,0.754916,4.522034,
37.794270,0.737385,4.526432,
38.386885,0.731092,4.530701,
38.979500,0.735391,4.534734,
39.572116,0.748957,4.538435,
40.152455,0.763111,4.541702,
40.746604,0.776776,4.544706,
41.354841,0.789949,4.547453,
41.977457,0.802628,4.549951,
42.614761,0.772237,4.552438,
43.220747,0.743071,4.555016,
43.826734,0.726310,4.557692,
44.432720,0.721223,4.560327,
45.038706,0.727126,4.562801,
45.644693,0.742031,4.565008,
46.235399,0.756828,4.566875,
46.839946,0.771094,4.568515,
47.458617,0.784827,4.569937,
48.091711,0.798027,4.571149,
48.739542,0.755852,4.572500,
49.387373,0.728514,4.574171,
50.035205,0.715083,4.575971,
50.683036,0.714685,4.577737,
51.330867,0.726505,4.579324,
51.978698,0.743651,4.580631,
52.645735,0.760193,4.581690,
53.326121,0.775966,4.582502,
54.020200,0.790989,4.583082,
54.728335,0.744671,4.583857,
55.430641,0.716210,4.585041,
56.127855,0.704003,4.586387,
56.825070,0.706704,4.587699,
57.522284,0.723173,4.588801,
58.211938,0.741622,4.589590,
58.914209,0.759145,4.590113,
59.629460,0.775770,4.590390,
60.358070,0.760854,4.590440,
61.046167,0.724342,4.591013,
61.729440,0.704074,4.591889,
62.412712,0.698683,4.592860,
63.095985,0.707186,4.593746,
63.779257,0.725496,4.594399,
64.445901,0.743199,4.594778,
65.125542,0.760072,4.594928,
65.818516,0.776136,4.594866,
66.525181,0.742524,4.594901,
67.196060,0.711167,4.595358,
67.866938,0.694904,4.596068,
68.537817,0.692756,4.596839,
69.208696,0.703807,4.597506,
69.879574,0.722495,4.597940,
70.538564,0.740193,4.598123,
71.210587,0.757079,4.598090,
71.895972,0.773171,4.597856,
72.595066,0.741256,4.597715,
73.258984,0.711573,4.597991,
73.922902,0.696591,4.598512,
74.586821,0.695367,4.599092,
75.250739,0.707015,4.599573,
75.914657,0.725486,4.599832,
76.569649,0.742891,4.599861,
77.237809,0.759509,4.599685,
77.919461,0.775356,4.599318,
78.614951,0.743787,4.599051,
79.275528,0.714435,4.599208,
79.936105,0.699628,4.599613,
80.596683,0.698436,4.600084,
81.257260,0.709987,4.600463,
81.917837,0.728206,4.600631,
82.570121,0.745370,4.600579,
83.235677,0.761765,4.600329,
83.914827,0.777408,4.599894,
84.607916,0.745710,4.599564,
85.266228,0.716177,4.599666,
85.924541,0.701108,4.600022,
86.582853,0.699582,4.600451,
87.241165,0.710736,4.600794,
87.899478,0.728780,4.600932,
88.548257,0.745817,4.600856,
89.210361,0.762102,4.600584,
89.886109,0.777647,4.600132,
90.575843,0.745600,4.599786,
91.230947,0.715571,4.599878,
91.886051,0.699910,4.600229,
92.541156,0.697703,4.600660,
93.196260,0.708099,4.601015,
93.851364,0.726038,4.601170,
94.494392,0.743100,4.601111,
95.150734,0.759421,4.600858,
95.820705,0.775011,4.600423,
96.504638,0.742328,4.600097,
97.154170,0.711356,4.600212,
97.803702,0.694586,4.600594,
98.453233,0.691125,4.601067,
99.102765,0.700137,4.601477,
99.752297,0.718042,4.601695,
100.386554,0.735370,4.601694,
